Prod_year,Engine_volume,Mileage,Cylinders,Airbags,Manufacturer,Model,Category,Fuel_type,Gear_box_type,Drive_wheels,Doors,Color,Leather_interior,Wheel,Turbo
2013,1.8,99999.0,4.0,4,TOYOTA,Prius,Sedan,Hybrid,Automatic,Rear,04-May,White,Yes,Left wheel,False
2015,1.6,104900.0,4.0,4,HYUNDAI,Elantra,Sedan,Petrol,Automatic,Front,04-May,Grey,Yes,Left wheel,False
2004,3.7,200000.0,6.0,4,JEEP,Liberty,Jeep,CNG,Automatic,4x4,04-May,Blue,No,Left wheel,False
2018,1.6,32000.0,4.0,4,HYUNDAI,Sonata,Sedan,Petrol,Automatic,Front,04-May,Grey,Yes,Left wheel,False
2015,1.6,89106.0,4.0,4,KIA,Cerato,Sedan,Petrol,Automatic,Front,04-May,Black,Yes,Left wheel,False
2015,2.4,60123.0,4.0,10,KIA,Sportage,Jeep,Petrol,Automatic,4x4,04-May,White,Yes,Left wheel,False
2015,1.8,94949.0,4.0,0,LEXUS,CT 200h,Hatchback,Hybrid,Automatic,Front,04-May,White,Yes,Left wheel,False
2000,1.6,185777.0,4.0,4,OPEL,Astra G,Sedan,CNG,Automatic,Front,04-May,Blue,No,Left wheel,False
2014,1.8,87000.0,4.0,8,TOYOTA,Corolla,Sedan,Petrol,Variator,Front,04-May,White,No,Left wheel,False
2014,2.5,126021.0,6.0,12,LEXUS,IS 250,Sedan,Petrol,Automatic,Rear,04-May,White,Yes,Left wheel,False
2013,1.8,89000.0,4.0,8,TOYOTA,Prius,Sedan,Hybrid,Variator,Front,04-May,White,No,Left wheel,False
2020,1.8,7467.0,4.0,12,TOYOTA,Corolla,Sedan,Hybrid,Automatic,Front,04-May,Blue,Yes,Left wheel,False
2009,1.7,166000.0,4.0,4,OPEL,Astra,Universal,Diesel,Manual,Front,04-May,Green,No,Left wheel,True
2011,1.6,65600.0,4.0,4,HYUNDAI,Veloster,Hatchback,Petrol,Tiptronic,Front,02-Mar,Silver,Yes,Left wheel,False
2014,1.4,133195.0,4.0,0,CHEVROLET,Volt,Jeep,Hybrid,Automatic,Front,04-May,Black,Yes,Left wheel,False
2018,2.0,46733.0,4.0,12,TOYOTA,CHR,Jeep,Petrol,Automatic,Front,04-May,Silver,Yes,Left wheel,False
2012,3.0,70000.0,6.0,12,MERCEDES-BENZ,C 300,Sedan,Petrol,Tiptronic,4x4,04-May,Red,Yes,Left wheel,False
2008,2.2,250000.0,4.0,2,MERCEDES-BENZ,Sprinter,Microbus,Diesel,Manual,Rear,>5,White,Yes,Left wheel,True
2015,1.4,50950.0,4.0,10,VOLKSWAGEN,Jetta,Sedan,Petrol,Automatic,Front,04-May,Blue,No,Left wheel,True
2012,1.8,107000.0,4.0,10,TOYOTA,Prius,Hatchback,Hybrid,Automatic,Front,04-May,Blue,Yes,Left wheel,False
2011,1.0,233700.0,4.0,6,CITROEN,C1,Hatchback,Petrol,Manual,Front,04-May,White,No,Left wheel,False
2010,1.5,200000.0,4.0,8,HONDA,CR-Z,Coupe,Hybrid,Manual,Front,02-Mar,Red,Yes,Right-hand drive,False
2016,2.5,152282.0,4.0,12,NISSAN,Rogue,Jeep,Petrol,Automatic,4x4,04-May,Silver,Yes,Left wheel,False
2011,1.8,197328.0,4.0,12,TOYOTA,Prius,Hatchback,Hybrid,Automatic,Front,04-May,White,Yes,Left wheel,False
2010,2.0,151000.0,4.0,4,HYUNDAI,Santa FE,Jeep,Diesel,Automatic,Front,04-May,White,Yes,Left wheel,False
2013,2.0,38853.0,4.0,4,HYUNDAI,Sonata,Sedan,Petrol,Automatic,Front,04-May,White,Yes,Left wheel,False
2014,1.8,125000.0,4.0,10,TOYOTA,Prius,Sedan,Hybrid,Automatic,Front,04-May,White,No,Left wheel,False
2010,2.5,123000.0,4.0,4,TOYOTA,Camry,Sedan,Hybrid,Manual,Rear,02-Mar,White,No,Left wheel,False
2012,3.0,122000.0,6.0,12,HYUNDAI,Azera,Sedan,Petrol,Automatic,Front,04-May,White,Yes,Left wheel,False
2011,2.0,89000.0,4.0,12,HYUNDAI,Sonata,Sedan,LPG,Automatic,Front,04-May,Silver,Yes,Left wheel,False
2016,1.7,156000.0,4.0,4,HYUNDAI,Tucson,Jeep,Diesel,Automatic,Front,04-May,Silver,Yes,Left wheel,False
2005,2.2,215000.0,4.0,6,MERCEDES-BENZ,Vito 2.2,Minivan,Diesel,Manual,Rear,04-May,Blue,No,Left wheel,True
1988,0.3,0.0,4.0,0,VAZ,2106,Sedan,Petrol,Manual,Rear,04-May,Yellow,No,Left wheel,False
2015,2.2,70003.0,4.0,4,CHEVROLET,Captiva,Jeep,Diesel,Automatic,Front,04-May,Grey,Yes,Left wheel,False
2013,1.8,492642.0,4.0,12,TOYOTA,Prius,Hatchback,Hybrid,Automatic,Front,04-May,Silver,Yes,Left wheel,False
2010,2.5,152000.0,4.0,8,TOYOTA,Camry,Sedan,Petrol,Manual,Front,04-May,Black,No,Left wheel,False
2016,2.0,121639.0,4.0,4,HYUNDAI,Santa FE,Jeep,Diesel,Automatic,Front,04-May,Silver,Yes,Left wheel,False
2016,1.8,38000.0,4.0,10,VOLKSWAGEN,Passat,Sedan,Petrol,Automatic,Front,04-May,Silver,No,Left wheel,True
2013,2.0,126400.0,4.0,12,BMW,328,Sedan,Petrol,Manual,Rear,04-May,Black,Yes,Left wheel,True
2012,1.5,118000.0,4.0,4,TOYOTA,Aqua,Sedan,Hybrid,Automatic,Front,04-May,Yellow,Yes,Left wheel,False
2015,2.3,48000.0,4.0,8,FORD,Mustang,Coupe,Petrol,Tiptronic,Rear,02-Mar,Black,Yes,Left wheel,True
2014,3.5,200179.0,6.0,12,MERCEDES-BENZ,E 350,Sedan,Diesel,Automatic,4x4,04-May,Black,Yes,Left wheel,False
2004,4.5,315430.0,8.0,0,PORSCHE,Cayenne S,Jeep,Petrol,Automatic,4x4,04-May,Black,Yes,Left wheel,False
2015,1.8,37064.0,4.0,4,HONDA,Civic,Sedan,Petrol,Automatic,Front,04-May,White,Yes,Left wheel,False
2015,2.0,143269.0,4.0,4,HYUNDAI,Santa FE,Jeep,Diesel,Automatic,Front,04-May,Blue,Yes,Left wheel,False
2009,3.5,109139.0,6.0,12,MERCEDES-BENZ,E 350,Sedan,Diesel,Automatic,Rear,04-May,Black,Yes,Left wheel,False
2011,3.0,164000.0,6.0,12,BMW,328,Coupe,Petrol,Automatic,4x4,02-Mar,Blue,Yes,Left wheel,False
2014,3.0,145474.0,6.0,12,BMW,X5,Jeep,Petrol,Automatic,Rear,04-May,Grey,Yes,Left wheel,False
2010,2.5,20000.0,4.0,6,VOLKSWAGEN,Golf,Hatchback,Petrol,Automatic,Front,04-May,Black,No,Left wheel,False
2002,2.3,177000.0,2.0,6,MAZDA,Atenza,Universal,Petrol,Automatic,Front,04-May,Black,No,Right-hand drive,False
2012,1.3,81000.0,4.0,8,HONDA,FIT,Hatchback,Hybrid,Automatic,Front,04-May,Silver,No,Right-hand drive,False
2014,2.5,88000.0,4.0,11,TOYOTA,Camry,Sedan,Petrol,Tiptronic,Front,04-May,Black,Yes,Left wheel,False
2011,4.6,89867.0,4.0,4,LEXUS,LS 460,Sedan,Petrol,Automatic,Front,04-May,Black,Yes,Left wheel,False
2016,2.0,113600.0,4.0,8,VOLKSWAGEN,Golf GTI,Hatchback,Petrol,Tiptronic,Front,04-May,Black,No,Left wheel,False
2012,0.1,5000.0,1.0,0,HONDA,Element,Sedan,Petrol,Automatic,Rear,04-May,Black,No,Left wheel,False
1996,2.0,139813.4572263688,4.0,2,OPEL,Vectra,Sedan,Petrol,Manual,Front,04-May,Sky blue,No,Left wheel,False
2020,2.5,3541.0,4.0,12,TOYOTA,Camry,Sedan,Hybrid,Automatic,Front,04-May,Black,Yes,Left wheel,False
2016,2.0,66776.0,4.0,12,LEXUS,RC F,Coupe,Petrol,Automatic,Rear,02-Mar,White,Yes,Left wheel,False
2019,1.2,0.0,4.0,0,SUZUKI,Swift,Hatchback,Petrol,Variator,Front,04-May,Red,No,Left wheel,False
2008,1.5,104000.0,4.0,2,NISSAN,Note,Hatchback,Petrol,Automatic,Front,04-May,Grey,No,Right-hand drive,False
2013,1.5,143000.0,4.0,8,TOYOTA,Aqua,Hatchback,Hybrid,Automatic,Front,04-May,White,No,Right-hand drive,False
2014,3.2,171734.0,6.0,12,JEEP,Cherokee,Jeep,Petrol,Automatic,Front,04-May,White,Yes,Left wheel,False
2010,2.0,151000.0,4.0,4,HYUNDAI,Santa FE,Jeep,Diesel,Automatic,Front,04-May,White,Yes,Left wheel,False
2013,1.5,111000.0,4.0,8,TOYOTA,Aqua,Hatchback,Hybrid,Variator,Front,04-May,Silver,No,Right-hand drive,False
2009,1.5,99000.0,4.0,8,TOYOTA,Prius,Hatchback,Hybrid,Automatic,Front,04-May,Green,No,Left wheel,False
2012,2.5,87725.0,4.0,10,TOYOTA,Camry HYBRID,Sedan,Hybrid,Tiptronic,Front,04-May,Red,Yes,Left wheel,False
2002,3.0,27000.0,4.0,4,TOYOTA,Land Cruiser Prado,Jeep,Diesel,Manual,4x4,04-May,Silver,No,Left wheel,True
2019,1.8,7632.0,4.0,12,TOYOTA,Prius,Hatchback,Hybrid,Automatic,Front,04-May,Black,Yes,Left wheel,False
2015,2.0,115000.0,4.0,7,JEEP,Patriot,Jeep,Petrol,Tiptronic,Front,04-May,Black,No,Left wheel,False
2011,2.0,151144.0,4.0,4,HYUNDAI,Tucson,Jeep,Diesel,Automatic,Front,04-May,White,Yes,Left wheel,False
2008,2.2,222000.0,4.0,2,FORD,Transit,Minivan,Diesel,Manual,Front,>5,White,Yes,Left wheel,True
2012,2.0,192840.0,4.0,12,CITROEN,C8,Jeep,Petrol,Automatic,4x4,04-May,Red,Yes,Left wheel,False
2007,2.4,168000.0,4.0,2,FORD,Transit,Microbus,Diesel,Manual,Rear,04-May,White,No,Left wheel,False
1998,2.5,250000.0,4.0,0,FORD,Transit 100LD,Microbus,Diesel,Manual,Rear,04-May,White,No,Left wheel,False
2011,2.5,183728.0,4.0,12,MAZDA,CX-7,Jeep,Petrol,Automatic,Front,04-May,Blue,Yes,Left wheel,False
2016,3.5,117368.0,6.0,0,MERCEDES-BENZ,GLE 350,Jeep,Petrol,Automatic,4x4,04-May,Black,Yes,Left wheel,False
2012,2.0,203770.0,4.0,10,FORD,C-MAX,Hatchback,Hybrid,Automatic,Front,04-May,Red,Yes,Left wheel,False
2016,2.0,122497.0,4.0,4,HYUNDAI,Santa FE,Jeep,Diesel,Automatic,Front,04-May,Blue,Yes,Left wheel,False
2001,2.6,139813.4572263688,6.0,10,MERCEDES-BENZ,E 200,Sedan,CNG,Tiptronic,Rear,04-May,Black,Yes,Right-hand drive,False
2017,2.0,133808.0,4.0,4,HYUNDAI,Tucson,Jeep,Diesel,Automatic,Front,04-May,Silver,Yes,Left wheel,False
2003,1.7,100000.0,4.0,6,MERCEDES-BENZ,Vaneo,Minivan,Diesel,Manual,Front,04-May,Silver,Yes,Left wheel,False
1995,1.8,18000.0,4.0,4,BMW,318,Sedan,Petrol,Automatic,Rear,04-May,Silver,No,Left wheel,False
2017,2.5,89064.0,4.0,12,TOYOTA,Camry,Sedan,Petrol,Automatic,Front,04-May,White,Yes,Left wheel,False
2014,2.0,44768.0,4.0,4,KIA,Optima,Sedan,Petrol,Automatic,Front,04-May,Silver,Yes,Left wheel,False
2013,1.8,125000.0,6.0,12,MERCEDES-BENZ,"C 250 1,8 turbo",Sedan,Petrol,Tiptronic,Rear,04-May,Blue,Yes,Left wheel,True
2008,3.3,224629.0,6.0,12,LEXUS,RX 400,Jeep,Hybrid,Automatic,4x4,04-May,Silver,Yes,Left wheel,False
2000,2.0,220000.0,4.0,2,FORD,Focus,Sedan,Petrol,Automatic,Front,04-May,Beige,No,Left wheel,False
2010,1.6,138425.0,4.0,4,HYUNDAI,Elantra,Sedan,Petrol,Automatic,Front,04-May,White,Yes,Left wheel,False
2001,2.0,0.0,4.0,3,MITSUBISHI,Pajero IO,Jeep,Petrol,Automatic,4x4,04-May,White,Yes,Left wheel,False
2015,5.0,31000.0,8.0,6,JAGUAR,F-type R,Sedan,Petrol,Tiptronic,Rear,02-Mar,Orange,Yes,Left wheel,True
2014,1.6,51700.0,4.0,12,MINI,Countryman,Jeep,Petrol,Tiptronic,Front,04-May,Red,Yes,Left wheel,True
2013,1.5,104000.0,4.0,4,TOYOTA,Aqua,Hatchback,Hybrid,Automatic,Front,04-May,Sky blue,No,Right-hand drive,False
2013,1.6,120000.0,4.0,8,NISSAN,Juke,Jeep,Petrol,Tiptronic,4x4,04-May,White,Yes,Left wheel,True
2015,1.6,29120.0,4.0,12,NISSAN,Juke,Jeep,Petrol,Tiptronic,4x4,04-May,Silver,No,Left wheel,True
2007,2.2,156000.0,4.0,6,TOYOTA,RAV 4,Jeep,Diesel,Manual,4x4,04-May,Grey,No,Left wheel,True
2014,3.5,219030.0,6.0,12,MERCEDES-BENZ,E 350,Sedan,Diesel,Automatic,4x4,04-May,Black,Yes,Left wheel,False
2010,3.5,205968.0,6.0,12,MERCEDES-BENZ,E 350,Sedan,Diesel,Automatic,4x4,04-May,White,Yes,Left wheel,False
2016,3.5,65981.0,6.0,12,LEXUS,RX 350,Jeep,Petrol,Automatic,Front,04-May,Black,Yes,Left wheel,False
1994,2.0,0.0,6.0,2,BMW,320,Sedan,Petrol,Manual,Rear,04-May,Green,Yes,Left wheel,False
2011,1.8,200000.0,4.0,12,SKODA,Octavia SCOUT,Universal,Petrol,Manual,4x4,04-May,Silver,No,Left wheel,True
2017,2.0,100734.0,4.0,4,HYUNDAI,Santa FE,Jeep,Diesel,Automatic,Front,04-May,Black,Yes,Left wheel,False
2014,3.5,200179.0,6.0,12,MERCEDES-BENZ,E 350,Sedan,Diesel,Automatic,4x4,04-May,Black,Yes,Left wheel,False
2011,2.4,174518.0,4.0,12,DODGE,Avenger,Sedan,Petrol,Automatic,Front,04-May,Silver,Yes,Left wheel,False
2016,1.7,71867.0,4.0,4,HYUNDAI,Tucson,Jeep,Diesel,Automatic,Front,04-May,Black,Yes,Left wheel,False
2011,2.4,88400.0,4.0,10,HYUNDAI,Sonata HYBRID,Sedan,Hybrid,Tiptronic,Front,04-May,Grey,Yes,Left wheel,False
2007,1.5,182400.0,4.0,10,TOYOTA,Prius,Hatchback,Hybrid,Automatic,Front,04-May,Red,Yes,Left wheel,False
2015,2.0,111166.0,4.0,12,BMW,328,Sedan,Petrol,Automatic,Rear,04-May,Silver,Yes,Left wheel,False
2008,2.2,89775.0,4.0,2,FORD,Transit,Microbus,Diesel,Manual,Front,02-Mar,Red,No,Left wheel,True
2013,1.5,118000.0,4.0,4,TOYOTA,Aqua,Hatchback,Hybrid,Variator,Front,04-May,White,Yes,Right-hand drive,False
2013,2.5,190549.0,4.0,12,TOYOTA,Camry,Sedan,Hybrid,Automatic,Front,04-May,Black,Yes,Left wheel,False
2011,3.0,170043.0,6.0,12,BMW,X5,Jeep,Petrol,Automatic,4x4,04-May,Grey,Yes,Left wheel,False
2018,3.0,49122.0,6.0,12,AUDI,Q7,Jeep,Petrol,Automatic,4x4,04-May,Silver,Yes,Left wheel,False
2015,1.6,81036.0,4.0,4,HYUNDAI,Elantra,Sedan,Petrol,Automatic,Front,04-May,White,Yes,Left wheel,False
2011,4.6,163298.0,8.0,12,MERCEDES-BENZ,GL 450,Jeep,Petrol,Automatic,4x4,04-May,White,Yes,Left wheel,False
2012,2.0,119619.0,4.0,12,VOLKSWAGEN,Jetta,Sedan,Diesel,Automatic,Front,04-May,Black,Yes,Left wheel,False
2014,2.4,195987.0,4.0,12,CHEVROLET,Captiva,Jeep,Petrol,Automatic,Front,04-May,Blue,Yes,Left wheel,False
1999,2.4,0.0,4.0,0,FORD,Transit,Microbus,Diesel,Manual,Rear,02-Mar,White,No,Left wheel,False
2003,2.0,179000.0,4.0,8,VOLKSWAGEN,Jetta,Sedan,Petrol,Manual,Front,04-May,Silver,No,Left wheel,False
2011,3.0,70000.0,6.0,12,BMW,330,Sedan,Petrol,Tiptronic,Rear,04-May,White,Yes,Left wheel,False
2009,1.6,84818.0,4.0,4,DAEWOO,Lacetti,Sedan,Petrol,Automatic,Front,04-May,Blue,Yes,Left wheel,False
2011,3.5,102000.0,6.0,12,MERCEDES-BENZ,E 350 AMG,Sedan,Petrol,Tiptronic,4x4,04-May,Silver,Yes,Left wheel,False
1998,2.0,180003.0,4.0,4,MERCEDES-BENZ,E 200,Sedan,CNG,Manual,Rear,04-May,Black,No,Left wheel,False
2015,2.5,113102.0,4.0,12,MAZDA,1000,Sedan,Petrol,Automatic,4x4,04-May,Red,Yes,Left wheel,False
2011,2.0,151186.0,4.0,4,HYUNDAI,Tucson,Jeep,Diesel,Automatic,Front,04-May,Silver,Yes,Left wheel,False
2011,3.5,230696.0,6.0,12,MERCEDES-BENZ,E 350,Sedan,Diesel,Automatic,4x4,04-May,Black,Yes,Left wheel,False
2017,3.5,50243.0,6.0,12,TOYOTA,Sienna,Sedan,Petrol,Automatic,Front,04-May,Grey,Yes,Left wheel,False
2013,2.0,125000.0,4.0,4,FORD,C-MAX HYBRID,Hatchback,Hybrid,Automatic,Front,04-May,Grey,No,Left wheel,False
2010,1.8,230400.0,4.0,4,HYUNDAI,Elantra,Sedan,Petrol,Tiptronic,Front,04-May,Purple,No,Left wheel,False
2015,2.0,290431.0,4.0,4,HYUNDAI,Sonata,Sedan,LPG,Automatic,Front,04-May,Silver,Yes,Left wheel,False
2013,2.0,215626.0,4.0,12,FORD,Focus,Hatchback,Petrol,Manual,Front,04-May,Silver,No,Left wheel,False
2007,2.2,220000.0,4.0,4,MERCEDES-BENZ,E 220,Universal,Diesel,Automatic,Rear,04-May,Silver,No,Left wheel,True
2003,2.0,195000.0,6.0,4,FORD,Transit,Microbus,Diesel,Manual,Front,02-Mar,Yellow,Yes,Left wheel,True
2013,2.0,85000.0,4.0,8,BMW,328,Sedan,Diesel,Tiptronic,Rear,04-May,Grey,Yes,Left wheel,True
2015,2.2,63116.0,4.0,4,CHEVROLET,Captiva,Jeep,Diesel,Automatic,Front,04-May,Silver,Yes,Left wheel,False
2012,3.0,296395.0,6.0,0,BMW,X5,Jeep,Diesel,Automatic,4x4,04-May,Grey,Yes,Left wheel,False
2016,2.0,71218.0,4.0,0,HYUNDAI,Sonata,Sedan,Hybrid,Automatic,Front,04-May,Black,Yes,Left wheel,False
2014,2.0,156043.0,4.0,0,FORD,Focus,Hatchback,Petrol,Automatic,Front,04-May,Black,No,Left wheel,False
2019,2.5,25816.0,4.0,12,TOYOTA,Camry,Sedan,Petrol,Automatic,Front,04-May,Black,Yes,Left wheel,False
2010,3.5,229904.0,6.0,12,MERCEDES-BENZ,E 350,Sedan,Petrol,Automatic,4x4,04-May,Black,Yes,Left wheel,False
2015,2.2,78541.0,4.0,4,CHEVROLET,Captiva,Jeep,Diesel,Automatic,Front,04-May,Silver,Yes,Left wheel,False
2014,2.0,124493.0,4.0,0,FORD,Fusion,Sedan,Hybrid,Automatic,Front,04-May,White,Yes,Left wheel,False
2014,2.5,92000.0,4.0,6,TOYOTA,Camry,Coupe,Petrol,Tiptronic,Front,02-Mar,Blue,No,Left wheel,False
2004,1.7,0.0,4.0,4,HONDA,Stream,Minivan,Petrol,Automatic,Front,04-May,Silver,No,Right-hand drive,False
2006,1.5,140000.0,4.0,4,HONDA,FIT,Hatchback,Petrol,Variator,Front,04-May,Black,No,Right-hand drive,False
2017,2.7,45000.0,6.0,8,TOYOTA,Land Cruiser Prado,Jeep,Diesel,Tiptronic,4x4,04-May,Black,Yes,Left wheel,True
2002,2.7,232000.0,6.0,6,SUZUKI,XL7 limited,Jeep,CNG,Automatic,4x4,04-May,Beige,Yes,Left wheel,False
2014,3.5,219030.0,6.0,12,MERCEDES-BENZ,E 350,Sedan,Diesel,Automatic,4x4,04-May,Black,Yes,Left wheel,False
2015,2.4,77830.0,4.0,12,HYUNDAI,Sonata,Sedan,Hybrid,Automatic,Front,04-May,Grey,Yes,Left wheel,False
2007,4.2,256000.0,8.0,6,LAND ROVER,Land Rover Sport,Jeep,Petrol,Tiptronic,4x4,04-May,White,Yes,Left wheel,False
2017,3.5,59331.0,6.0,0,MERCEDES-BENZ,GLE 350,Jeep,Petrol,Automatic,Rear,04-May,Black,Yes,Left wheel,False
2010,3.3,316912.0,6.0,12,TOYOTA,Highlander,Sedan,Hybrid,Automatic,4x4,04-May,Blue,Yes,Left wheel,False
2012,1.5,111000.0,4.0,6,TOYOTA,Aqua,Hatchback,Petrol,Automatic,Front,04-May,Black,No,Right-hand drive,False
2012,3.0,130000.0,6.0,12,BMW,X3,Jeep,Petrol,Tiptronic,4x4,04-May,White,Yes,Left wheel,False
2011,1.8,326325.0,4.0,12,TOYOTA,Prius,Hatchback,Hybrid,Automatic,Front,04-May,Silver,Yes,Left wheel,False
2004,3.0,300000.0,6.0,8,BMW,X5,Jeep,Diesel,Tiptronic,4x4,04-May,Black,Yes,Left wheel,True
2013,4.6,197221.0,8.0,0,MERCEDES-BENZ,S 550,Sedan,Petrol,Automatic,4x4,04-May,Silver,Yes,Left wheel,False
2017,2.0,36000.0,4.0,0,LEXUS,IS 250 TURBO,Sedan,Petrol,Tiptronic,Rear,04-May,White,Yes,Left wheel,False
2019,2.0,8115.0,4.0,4,HONDA,Civic,Sedan,Petrol,Automatic,Front,04-May,Silver,Yes,Left wheel,False
2011,3.0,0.0,6.0,12,MERCEDES-BENZ,ML 350,Jeep,Diesel,Automatic,4x4,04-May,Black,Yes,Left wheel,False
2013,1.8,118400.0,4.0,6,HYUNDAI,Elantra Gt,Hatchback,Petrol,Tiptronic,Front,04-May,White,Yes,Left wheel,False
2012,1.5,174000.0,4.0,4,TOYOTA,Aqua,Sedan,Hybrid,Automatic,Front,04-May,Silver,No,Right-hand drive,False
2012,3.0,0.0,6.0,12,BMW,535,Sedan,Petrol,Tiptronic,Rear,04-May,Brown,Yes,Left wheel,True
2016,1.4,79000.0,4.0,6,VOLKSWAGEN,Jetta,Sedan,Petrol,Tiptronic,Front,04-May,White,No,Left wheel,True
2015,1.8,132000.0,4.0,6,TOYOTA,Prius,Sedan,Petrol,Tiptronic,Front,04-May,White,Yes,Left wheel,False
2008,2.8,284500.0,6.0,12,MERCEDES-BENZ,E 280,Sedan,Diesel,Tiptronic,Rear,04-May,Silver,Yes,Left wheel,True
2013,2.5,240000.0,4.0,10,SUBARU,Forester,Jeep,Petrol,Tiptronic,4x4,04-May,Green,No,Left wheel,False
2009,3.0,124000.0,6.0,10,BMW,X5,Jeep,Diesel,Tiptronic,4x4,04-May,Black,Yes,Left wheel,True
1984,5.0,100000.0,6.0,0,GAZ,3796,Goods wagon,Petrol,Manual,Rear,02-Mar,Brown,No,Left wheel,False
2012,4.6,150909.0,8.0,0,LEXUS,GX 460,Jeep,Petrol,Automatic,4x4,04-May,Black,Yes,Left wheel,False
2011,1.3,116197.0,4.0,7,HONDA,Insight,Hatchback,Hybrid,Automatic,Front,04-May,Black,No,Left wheel,False
2013,2.5,493571.0,4.0,12,TOYOTA,Camry,Jeep,Hybrid,Automatic,Front,04-May,Black,Yes,Left wheel,False
2015,2.0,16285.0,4.0,4,CHEVROLET,Captiva,Jeep,Diesel,Automatic,Front,04-May,White,Yes,Left wheel,False
2011,3.5,134904.0,6.0,12,MERCEDES-BENZ,E 350,Sedan,Diesel,Automatic,4x4,04-May,Grey,Yes,Left wheel,False
2001,2.0,131000.0,4.0,0,MITSUBISHI,Pajero IO,Jeep,Petrol,Automatic,4x4,04-May,White,No,Left wheel,False
2011,3.5,147242.0,6.0,12,NISSAN,Maxima,Sedan,Petrol,Automatic,Front,04-May,Blue,Yes,Left wheel,False
2016,1.6,33017.0,4.0,4,HYUNDAI,Elantra,Sedan,Diesel,Automatic,Front,04-May,White,Yes,Left wheel,False
2014,1.8,187334.0,4.0,12,TOYOTA,Prius,Jeep,Hybrid,Automatic,Front,04-May,White,Yes,Left wheel,False
2005,2.9,231000.0,4.0,2,FORD,Transit,Microbus,Diesel,Manual,Rear,02-Mar,White,No,Left wheel,True
2011,2.5,216550.0,4.0,12,MAZDA,CX-7,Sedan,Petrol,Automatic,Front,04-May,Black,Yes,Left wheel,False
2010,4.6,275240.0,8.0,0,LEXUS,GX 460,Jeep,Petrol,Automatic,4x4,04-May,Silver,Yes,Left wheel,False
2014,1.8,114000.0,4.0,10,LEXUS,CT 200h,Hatchback,Hybrid,Variator,Front,04-May,Brown,Yes,Left wheel,False
2010,2.2,91393.0,4.0,4,HYUNDAI,Santa FE,Jeep,Diesel,Automatic,Front,04-May,Silver,Yes,Left wheel,False
2011,3.0,332243.0,6.0,12,BMW,X5,Jeep,Diesel,Automatic,4x4,04-May,Black,Yes,Left wheel,False
2009,1.3,141000.0,6.0,6,HONDA,Insight,Hatchback,Hybrid,Automatic,Rear,04-May,Grey,No,Left wheel,False
2014,1.5,182000.0,4.0,6,TOYOTA,Aqua,Hatchback,Hybrid,Automatic,Front,04-May,White,No,Right-hand drive,False
2011,3.0,143494.0,6.0,12,BMW,535,Sedan,Petrol,Automatic,Rear,04-May,Grey,Yes,Left wheel,False
2015,2.0,142655.0,4.0,4,HYUNDAI,Santa FE,Jeep,Diesel,Automatic,Front,04-May,Grey,Yes,Left wheel,False
2011,2.0,247713.0,4.0,4,SSANGYONG,REXTON,Jeep,Diesel,Automatic,Front,04-May,Silver,Yes,Left wheel,False
2012,1.5,50000.0,4.0,4,TOYOTA,Aqua,Hatchback,Petrol,Automatic,Front,04-May,Black,Yes,Left wheel,False
2002,2.8,175000.0,6.0,6,VOLKSWAGEN,Passat,Sedan,Petrol,Manual,Front,04-May,Grey,Yes,Left wheel,False
1999,0.6,230000.0,6.0,8,MERCEDES-BENZ,E 320,Sedan,Petrol,Automatic,Rear,04-May,Blue,Yes,Left wheel,True
2013,3.5,186093.0,6.0,12,MERCEDES-BENZ,C 300,Sedan,Petrol,Automatic,4x4,04-May,Black,Yes,Left wheel,False
2016,2.2,71867.0,4.0,4,HYUNDAI,Santa FE,Jeep,Diesel,Automatic,Front,04-May,Brown,Yes,Left wheel,False
2010,1.6,122590.0,4.0,4,CHEVROLET,Lacetti,Sedan,Petrol,Automatic,Front,04-May,White,Yes,Left wheel,False
2017,1.6,51671.0,4.0,4,SSANGYONG,Actyon,Jeep,Petrol,Automatic,Front,04-May,White,Yes,Left wheel,False
2016,2.0,1717.0,4.0,0,AUDI,Q3,Sedan,Petrol,Automatic,4x4,04-May,Black,Yes,Left wheel,False
2015,2.4,120000.0,4.0,10,HYUNDAI,Sonata,Sedan,Petrol,Automatic,Front,04-May,Blue,No,Left wheel,False
2011,2.5,86000.0,4.0,12,LEXUS,HS 250h,Sedan,Hybrid,Automatic,Front,04-May,Blue,Yes,Left wheel,False
2004,3.0,185000.0,6.0,10,BMW,530,Sedan,Petrol,Tiptronic,Rear,04-May,Green,Yes,Right-hand drive,False
2008,1.5,169000.0,4.0,8,TOYOTA,Prius,Sedan,Hybrid,Automatic,Front,04-May,White,No,Left wheel,False
2008,1.5,185471.0,4.0,8,TOYOTA,Prius,Hatchback,Hybrid,Automatic,Front,04-May,Silver,Yes,Left wheel,False
2010,2.5,178330.0,4.0,12,FORD,Fusion,Sedan,Petrol,Automatic,Front,04-May,Black,Yes,Left wheel,False
2011,1.6,56581.0,4.0,4,HYUNDAI,I30,Hatchback,Diesel,Automatic,Front,04-May,Black,Yes,Left wheel,False
2011,2.0,148000.0,4.0,8,AUDI,Q5,Hatchback,Petrol,Tiptronic,4x4,04-May,Blue,Yes,Left wheel,False
2004,1.7,0.0,4.0,4,HONDA,Stream,Minivan,Petrol,Automatic,Front,04-May,Silver,No,Right-hand drive,False
